Domain,Area,Element,Item,Year,Unit,Value
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1981,index,49
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1982,index,53
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1983,index,45
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1984,index,47
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1985,index,53
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1986,index,48
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1987,index,56
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1988,index,52
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1989,index,49
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1990,index,48
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1991,index,47
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1992,index,46
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1993,index,48
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1994,index,37
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1995,index,38
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1996,index,44
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1997,index,31
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1998,index,42
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1999,index,19
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,2000,index,33
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,2001,index,47
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,2002,index,51
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,2003,index,53
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,2004,index,64
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,2005,index,65
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,2006,index,65
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,2007,index,69
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,2008,index,74
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,2009,index,68
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,2010,index,67
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,2011,index,71
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,2012,index,86
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,2013,index,90
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,2014,index,94
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,2015,index,102
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,2016,index,105
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,2017,index,114
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,2018,index,110
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,2019,index,102
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,2020,index,112
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1961,index,8
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1962,index,8
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1963,index,9
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1964,index,9
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1965,index,11
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1966,index,10
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1967,index,12
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1968,index,11
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1969,index,16
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1970,index,18
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1971,index,14
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1972,index,18
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1973,index,29
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1974,index,31
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1975,index,26
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1976,index,30
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1977,index,27
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1978,index,26
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1979,index,25
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1980,index,29
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1981,index,35
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1982,index,38
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1983,index,35
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1984,index,35
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1985,index,42
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1986,index,42
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1987,index,38
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1988,index,45
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1989,index,43
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1990,index,35
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1991,index,36
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1992,index,54
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1993,index,19
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1994,index,24
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1995,index,51
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1996,index,23
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1997,index,38
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1998,index,55
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,1999,index,40
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,2000,index,35
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,2001,index,47
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,2002,index,50
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,2003,index,45
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,2004,index,42
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,2005,index,60
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,2006,index,66
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,2007,index,87
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,2008,index,83
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,2009,index,88
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,2010,index,96
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,2011,index,86
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,2012,index,97
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,2013,index,88
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,2014,index,93
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,2015,index,108
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,2016,index,99
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,2017,index,122
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,2018,index,97
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,2019,index,107
Trade Indices,Hungary,Export Quantity Index (2014-2016 = 100),Agricultural Products,2020,index,123
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1961,index,121
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1962,index,62
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1963,index,53
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1964,index,64
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1965,index,51
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1966,index,54
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1967,index,76
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1968,index,72
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1969,index,80
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1970,index,53
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1971,index,49
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1972,index,57
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1973,index,54
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1974,index,62
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1975,index,68
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1976,index,69
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1977,index,68
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1978,index,73
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1979,index,82
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1980,index,83
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1981,index,74
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1982,index,64
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1983,index,62
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1984,index,69
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1985,index,88
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1986,index,101
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1987,index,120
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1988,index,116
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1989,index,125
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1990,index,118
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1991,index,94
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1992,index,48
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1993,index,44
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1994,index,48
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1995,index,86
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1996,index,57
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1997,index,46
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1998,index,48
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,1999,index,63
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,2000,index,45
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,2001,index,42
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,2002,index,38
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,2003,index,32
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,2004,index,36
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,2005,index,30
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,2006,index,39
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,2007,index,34
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,2008,index,58
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,2009,index,51
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,2010,index,61
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,2011,index,90
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,2012,index,79
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,2013,index,87
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,2014,index,90
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,2015,index,86
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,2016,index,124
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,2017,index,106
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,2018,index,220
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,2019,index,147
Trade Indices,Iceland,Export Quantity Index (2014-2016 = 100),Agricultural Products,2020,index,108
Trade Indices,India,Export Quantity Index (2014-2016 = 100),Agricultural Products,1961,index,5
